[Warning: In a future release, UI components will not be included in the
output. To include UI components, use the exportapp function.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('print', 'C:\Program Files\MATLAB\R2023b\toolbox\matlab\graphics\printing\print.m', 86)" style="font-weight:bold">print</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2023b\toolbox\matlab\graphics\printing\print.m',86,0)">line 86</a>)
In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('saveas', 'C:\Program Files\MATLAB\R2023b\toolbox\matlab\general\saveas.m', 181)" style="font-weight:bold">saveas</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2023b\toolbox\matlab\general\saveas.m',181,0)">line 181</a>)
In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('collect_data', 'C:\Users\bobre\OneDrive\Documents\Ing Física\2023\IIS - 2023\LIENE\SWRDC\code\collect_data.m', 160)" style="font-weight:bold">collect_data</a> (<a href="matlab: opentoline('C:\Users\bobre\OneDrive\Documents\Ing Física\2023\IIS - 2023\LIENE\SWRDC\code\collect_data.m',160,0)">line 160</a>)
In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('gui>pushbutton1_Callback', 'C:\Users\bobre\OneDrive\Documents\Ing Física\2023\IIS - 2023\LIENE\SWRDC\code\gui.m', 93)" style="font-weight:bold">gui>pushbutton1_Callback</a> (<a href="matlab: opentoline('C:\Users\bobre\OneDrive\Documents\Ing Física\2023\IIS - 2023\LIENE\SWRDC\code\gui.m',93,0)">line 93</a>)
In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('gui_mainfcn', 'C:\Program Files\MATLAB\R2023b\toolbox\matlab\guide\gui_mainfcn.m', 95)" style="font-weight:bold">gui_mainfcn</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2023b\toolbox\matlab\guide\gui_mainfcn.m',95,0)">line 95</a>)
In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('gui', 'C:\Users\bobre\OneDrive\Documents\Ing Física\2023\IIS - 2023\LIENE\SWRDC\code\gui.m', 42)" style="font-weight:bold">gui</a> (<a href="matlab: opentoline('C:\Users\bobre\OneDrive\Documents\Ing Física\2023\IIS - 2023\LIENE\SWRDC\code\gui.m',42,0)">line 42</a>)
In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('matlab.graphics.internal.figfile.FigFile/read>@(hObject,eventdata)gui(''pushbutton1_Callback'',hObject,eventdata,guidata(hObject))')" style="font-weight:bold">matlab.graphics.internal.figfile.FigFile/read>@(hObject,eventdata)gui('pushbutton1_Callback',hObject,eventdata,guidata(hObject))</a>] 

Small Wind-turbine Rotor Design Code (SWRDC) 
by M. Sessarego 
Department of Mechanical and Manufacturing Engineering, University of Calgary, 
2500 University Dr. NW, Calgary, Alberta, Canada, T2N 1N4. 
E-mail: msessare@ucalgary.ca 
Copyright (c) 2013, Matias Sessarego 
All rights reserved. 
BY INSTALLING OR USING THIS SOFTWARE, YOU AGREE TO HAVE READ THE LICENSE TERMS AS DESCRIBED IN THE README_FIRST_LICENSE.txt file 
 
Loading and calculating initial population...
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1071.465318  3.255961  1.537926   -0.762097    -0.1943      -0.9996          NaN     187.6032
1067.455853  3.078873  1.478471   -0.653541    -0.0544      -0.9997          NaN     165.6237
1062.492316  3.385899  1.585760   -0.774702    -0.2158      -0.9996          NaN     190.9767
1052.629066  4.132397  1.311120   -0.658548     0.0057      -0.9997          NaN     156.1802
1073.838285  2.759747  1.713307   -0.800839    -0.3040      -0.9996          NaN     204.8395
 
Best Value  Best Constraint
0.035009    0.000000
 
Generation = 6
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1075.359937  2.874717  0.938789   -0.607852    -0.0159      -0.9997          NaN     159.5802
1067.584180  3.210066  1.848646   -0.771492    -0.2044      -0.9996          NaN     189.1929
1082.787157  3.044656  1.065827   -0.698408    -0.0574      -0.9997          NaN     166.0998
1064.759259  3.308542  1.908650   -0.748329    -0.2118      -0.9996          NaN     190.3534
1076.445599  2.991257  1.208620   -0.673349    -0.1443      -0.9997          NaN     179.7463
1043.807618  3.828729  1.886799   -0.674250     0.1339      -0.9997          NaN     136.0544
1047.251098  3.834223  1.508429   -0.668820    -0.1069      -0.9997          NaN     173.8676
1070.627281  2.809357  1.633225   -0.781763    -0.1771      -0.9996          NaN     184.8981
1067.752047  3.362665  1.444314   -0.641166    -0.0560      -0.9997          NaN     165.8720
1070.218442  3.308294  1.555110   -0.661625    -0.1015      -0.9997          NaN     173.0221
1066.883530  3.355942  1.578269   -0.642076    -0.0980      -0.9997          NaN     172.4685
1068.961449  3.245883  1.819224   -0.737858    -0.1556      -0.9997          NaN     181.5150
1041.554132  4.334676  2.205811   -0.676429     0.0773      -0.9997          NaN     144.9443
1079.180799  2.301047  0.983554   -0.640157    -0.0012      -0.9997          NaN     157.2703
1068.684332  3.287659  1.549387   -0.767849    -0.1942      -0.9996          NaN     187.5806
1069.896103  3.226338  1.822405   -0.738201    -0.1561      -0.9997          NaN     181.5981
1085.778137  2.302483  1.036341   -0.690607    -0.0608      -0.9997          NaN     166.6306
1018.620203  4.659965  2.078896   -0.732364    -0.0680      -0.9997          NaN     167.7669
1067.735785  3.128098  1.482830   -0.675505    -0.1422      -0.9997          NaN     179.4189
1066.194674  3.002578  1.783553   -0.783689    -0.2586      -0.9996          NaN     197.7039
1077.741584  2.995268  1.357165   -0.690386    -0.2041      -0.9996          NaN     189.1381
1062.693765  3.309203  2.009661   -0.761438    -0.1417      -0.9997          NaN     179.3362
1053.709558  3.631951  1.546489   -0.724719    -0.0184      -0.9997          NaN     159.9725
1062.529609  3.376608  1.612264   -0.780101    -0.2353      -0.9996          NaN     194.0352
1069.298201  3.292186  1.546345   -0.674970    -0.1510      -0.9997          NaN     180.8003
1070.317099  3.317161  1.556894   -0.661322    -0.1007      -0.9997          NaN     172.8948
1069.975061  2.189140  1.196985   -0.625404    -0.0028      -0.9997          NaN     157.5123
1007.969694  5.351610  2.084458   -0.553422     0.1846      -0.9998          NaN     128.0855
1063.297253  4.066832  1.260661   -0.700607    -0.1903      -0.9996          NaN     186.9777
1055.474848  3.718851  1.369995   -0.733371    -0.0597      -0.9997          NaN     166.4610
 
Best Value  Best Constraint
0.007168    0.000000
 
Generation = 7
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1062.742624  3.523483  1.476981   -0.748565    -0.1375      -0.9997          NaN     178.6852
1069.935517  3.025340  1.822340   -0.739035    -0.1555      -0.9997          NaN     181.5002
1072.129528  3.163104  1.821553   -0.737875    -0.1553      -0.9997          NaN     181.4688
1068.685054  3.236819  1.822193   -0.738254    -0.1562      -0.9997          NaN     181.6082
1076.317303  2.939568  1.656531   -0.751033    -0.3139      -0.9996          NaN     206.3791
1067.435954  3.284583  1.598857   -0.761341    -0.1502      -0.9997          NaN     180.6792
1066.900914  3.246939  1.618564   -0.741506    -0.2777      -0.9996          NaN     200.6999
1070.870228  2.804048  1.913403   -0.776757    -0.2070      -0.9996          NaN     189.6026
1055.014847  3.209088  0.656752   -0.293303     0.2966      -0.9998          NaN     110.4873
1034.704846  4.551320  1.689982   -0.790681    -0.2703      -0.9996          NaN     199.5327
1079.395878  2.465411  0.998762   -0.618386     0.0646      -0.9997          NaN     146.9342
1072.476202  3.247886  1.414783   -0.611920    -0.0116      -0.9997          NaN     158.8946
1076.164425  2.568043  1.445055   -0.767113    -0.3242      -0.9996          NaN     208.0055
1069.688340  3.054251  1.510056   -0.624163    -0.0068      -0.9997          NaN     158.1524
1068.622882  3.321425  1.511221   -0.648951    -0.0678      -0.9997          NaN     167.7352
1067.842116  3.332546  1.538484   -0.646971    -0.0856      -0.9997          NaN     170.5240
1087.742809  2.878048  0.965706   -0.673556     0.0170      -0.9997          NaN     154.4070
1048.095852  3.637935  1.620445   -0.651179    -0.0519      -0.9997          NaN     165.2396
1072.067746  2.724933  1.294519   -0.690606     0.0568      -0.9997          NaN     148.1597
1035.908354  4.135927  2.086974   -0.708579    -0.1424      -0.9997          NaN     179.4441
1076.215730  2.887589  1.743483   -0.790764    -0.3397      -0.9996          NaN     210.4349
1077.892024  2.770076  1.743483   -0.791068    -0.3395      -0.9996          NaN     210.4126
1068.308119  3.316545  1.545272   -0.674041    -0.1424      -0.9997          NaN     179.4499
1075.005361  2.759267  1.720585   -0.803825    -0.3070      -0.9996          NaN     205.3076
1079.681078  2.246085  0.724224   -0.462552     0.2309      -0.9998          NaN     120.8057
1047.651123  4.483781  1.580470   -0.811769    -0.3954      -0.9996          NaN     219.1956
1082.435136  3.000060  0.976339   -0.640965    -0.0135      -0.9997          NaN     159.1971
1079.416504  2.305524  1.268219   -0.708281    -0.1990      -0.9996          NaN     188.3356
1086.598442  2.372599  0.859903   -0.292370     0.2872      -0.9998          NaN     111.9678
1024.752041  4.749729  1.956106   -0.599319     0.1947      -0.9998          NaN     126.5034
 
Best Value  Best Constraint
0.023549    0.000000
 
Generation = 8
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1086.279141  2.979799  1.033688   -0.662370    -0.0259      -0.9997          NaN     161.1511
1046.803728  3.688986  1.559742   -0.626369    -0.0147      -0.9997          NaN     159.3818
1070.942225  3.162158  1.678862   -0.744285    -0.0754      -0.9997          NaN     168.9217
1069.154530  3.224605  1.821340   -0.737816    -0.1558      -0.9997          NaN     181.5540
1081.129493  2.740646  0.951486   -0.629912    -0.0252      -0.9997          NaN     161.0406
1062.151501  3.100017  1.790859   -0.782490    -0.2512      -0.9996          NaN     196.5356
1078.353993  3.155888  1.067097   -0.698352    -0.0707      -0.9997          NaN     168.1776
1080.511961  2.420426  1.026294   -0.666922    -0.0263      -0.9997          NaN     161.2039
1075.564915  2.239168  0.981958   -0.640904    -0.0059      -0.9997          NaN     158.0016
1081.328465  3.150935  1.025195   -0.666832    -0.0208      -0.9997          NaN     160.3402
1064.926052  3.344763  1.923322   -0.730055    -0.1828      -0.9996          NaN     185.7881
1060.559643  3.176534  1.821340   -0.738328    -0.1567      -0.9997          NaN     181.7017
1082.848557  3.064282  1.008082   -0.651596    -0.0252      -0.9997          NaN     161.0318
1086.567515  2.273568  0.947520   -0.640892     0.0139      -0.9997          NaN     154.8917
1063.155173  3.148196  1.822191   -0.738140    -0.1559      -0.9997          NaN     181.5650
1071.397430  3.193358  1.826003   -0.740605    -0.1890      -0.9996          NaN     186.7722
1068.595026  3.309635  1.493476   -0.655547    -0.0953      -0.9997          NaN     172.0554
1077.694223  2.915644  1.746443   -0.763237    -0.3256      -0.9996          NaN     208.2309
1080.933606  2.580709  1.721875   -0.810885    -0.4734      -0.9996          NaN     231.4372
1051.236411  3.702620  1.737839   -0.613316     0.1112      -0.9997          NaN     139.6091
1065.470439  3.436449  1.703411   -0.813979    -0.5453      -0.9995          NaN     242.7405
1080.413099  2.559998  1.043447   -0.596177     0.1560      -0.9997          NaN     132.5726
1075.111001  2.506543  1.409519   -0.677850    -0.1409      -0.9997          NaN     179.2080
1076.158699  2.368962  1.302727   -0.701563    -0.2165      -0.9996          NaN     191.0935
1052.629890  3.609285  1.562858   -0.683563    -0.0224      -0.9997          NaN     160.5924
1031.207895  4.182873  2.232545   -0.671363     0.0870      -0.9997          NaN     143.4122
1063.205855  3.184653  1.550048   -0.721394    -0.1519      -0.9997          NaN     180.9449
1069.750242  3.236818  1.821340   -0.737697    -0.1555      -0.9997          NaN     181.5094
1040.730191  4.291183  1.867064   -0.722355    -0.0565      -0.9997          NaN     165.9573
1066.142747  2.664857  1.458620   -0.659855    -0.0485      -0.9997          NaN     164.6937
 
Best Value  Best Constraint
0.009642    0.000000
 
Generation = 9
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1069.864982  2.802404  1.230642   -0.639488     0.0828      -0.9997          NaN     144.0772
1056.109443  3.676876  2.333882   -0.736175    -0.2643      -0.9996          NaN     198.5881
1079.189574  3.170691  1.089143   -0.708260    -0.0601      -0.9997          NaN     166.5130
1074.699271  2.733787  1.669568   -0.783604    -0.2801      -0.9996          NaN     201.0698
1079.472136  2.305843  1.003803   -0.641103    -0.0139      -0.9997          NaN     159.2604
1075.890269  2.244019  0.983554   -0.639995    -0.0009      -0.9997          NaN     157.2191
1076.877572  3.404000  1.027043   -0.660717     0.0064      -0.9997          NaN     156.0738
1062.452499  3.047460  1.874167   -0.738552    -0.2097      -0.9996          NaN     190.0223
1044.625781  3.944809  1.914203   -0.730728    -0.2025      -0.9996          NaN     188.8827
1067.511921  2.780467  1.568672   -0.673123    -0.1429      -0.9997          NaN     179.5302
1069.753304  3.128090  1.835193   -0.786240    -0.4011      -0.9996          NaN     220.0862
1069.935730  3.024045  1.822245   -0.738521    -0.1575      -0.9997          NaN     181.8149
1060.296441  2.096892  1.206404   -0.662897    -0.1544      -0.9997          NaN     181.3273
1036.969361  4.183199  1.562986   -0.656493    -0.0925      -0.9997          NaN     171.6116
1071.861397  3.396225  1.104536   -0.680519    -0.0128      -0.9997          NaN     159.0914
1068.390159  2.930673  1.763164   -0.784935    -0.2719      -0.9996          NaN     199.7907
1071.631736  3.034393  2.027200   -0.819992    -0.5143      -0.9995          NaN     237.8665
1068.354847  3.270565  1.852403   -0.732370    -0.1621      -0.9997          NaN     182.5471
1081.023905  3.002593  1.016536   -0.671828    -0.0622      -0.9997          NaN     166.8470
1069.750242  3.236818  1.821340   -0.737697    -0.1555      -0.9997          NaN     181.5094
1067.342684  3.211626  1.710481   -0.802766    -0.3153      -0.9996          NaN     206.6131
1072.469510  2.800170  1.827760   -0.738860    -0.1544      -0.9997          NaN     181.3380
1081.121710  3.088015  1.029683   -0.682690    -0.0440      -0.9997          NaN     163.9947
1080.040033  2.294719  0.931771   -0.624462     0.0502      -0.9997          NaN     149.1965
1065.230878  2.117974  0.981102   -0.629868     0.0751      -0.9997          NaN     145.2895
1081.429155  3.250218  2.252708   -0.783611    -0.3584      -0.9996          NaN     213.3736
1079.259074  3.190484  1.023893   -0.667990    -0.0290      -0.9997          NaN     161.6408
1080.472592  2.417607  1.027605   -0.665785    -0.0181      -0.9997          NaN     159.9300
1074.041096  2.904792  0.913172   -0.519567     0.0471      -0.9997          NaN     149.6825
1055.944316  3.545411  1.814589   -0.720938     0.0802      -0.9997          NaN     144.4749
 
Best Value  Best Constraint
0.083198    0.000000
 
Generation = 10
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1076.795834  2.896201  1.073322   -0.654487    -0.0985      -0.9997          NaN     172.5516
1063.991151  3.467721  1.149583   -0.669613    -0.0181      -0.9997          NaN     159.9234
1075.016186  3.176495  1.175240   -0.710804    -0.1396      -0.9997          NaN     179.0035
1069.034598  3.470128  1.023893   -0.668305    -0.0297      -0.9997          NaN     161.7465
1083.113164  2.908175  1.041763   -0.601798    -0.0219      -0.9997          NaN     160.5180
1076.874729  3.181889  1.107895   -0.687681    -0.0848      -0.9997          NaN     170.3987
1082.914939  2.960332  0.996259   -0.675950    -0.0453      -0.9997          NaN     164.2027
1078.143213  3.251671  1.019287   -0.667970    -0.0161      -0.9997          NaN     159.6030
1083.398468  3.186966  1.014589   -0.649390     0.0302      -0.9997          NaN     152.3397
1079.816595  2.380298  1.067932   -0.695215    -0.0500      -0.9997          NaN     164.9401
1074.747964  3.000163  1.768231   -0.748822    -0.2150      -0.9996          NaN     190.8468
1070.662184  2.383932  1.789767   -0.804290    -0.4710      -0.9996          NaN     231.0703
1083.445412  3.010596  1.019843   -0.668751    -0.0412      -0.9997          NaN     163.5513
1043.784536  3.962765  1.929523   -0.729569    -0.2073      -0.9996          NaN     189.6486
1081.124625  3.158295  1.032967   -0.675126    -0.0262      -0.9997          NaN     161.1881
1073.047881  2.721328  1.702435   -0.799817    -0.2947      -0.9996          NaN     203.3728
1066.370822  2.024156  1.159240   -0.563030    -0.1329      -0.9997          NaN     177.9516
1011.278825  5.197244  1.908947   -0.705309     0.0398      -0.9997          NaN     150.8300
1086.292491  2.929851  1.028611   -0.665199    -0.0333      -0.9997          NaN     162.3147
1046.509087  3.529038  1.913407   -0.712661     0.0288      -0.9997          NaN     152.5535
1086.279141  2.979799  1.033688   -0.662370    -0.0259      -0.9997          NaN     161.1511
1075.516408  2.835618  0.969963   -0.645223     0.0147      -0.9997          NaN     154.7716
1063.551587  3.518715  1.495575   -0.787841    -0.4364      -0.9996          NaN     225.6336
1064.948414  2.397571  1.228827   -0.670692     0.0410      -0.9997          NaN     150.6363
1078.762957  2.309852  1.099560   -0.647358    -0.0666      -0.9997          NaN     167.5370
1081.122072  3.088000  1.029683   -0.682690    -0.0440      -0.9997          NaN     163.9949
1052.087514  4.201181  1.438242   -0.741267    -0.0579      -0.9997          NaN     166.1668
1082.857202  2.875558  1.526139   -0.758466    -0.3489      -0.9996          NaN     211.8866
1087.649218  2.263897  1.001159   -0.632237    -0.0406      -0.9997          NaN     163.4526
1070.149365  2.965310  1.742199   -0.774589    -0.2566      -0.9996          NaN     197.3880
 
Best Value  Best Constraint
0.015111    0.000000
 
Generation = 11
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1086.279141  2.979799  1.033688   -0.662370    -0.0259      -0.9997          NaN     161.1511
1082.939154  3.054366  1.021166   -0.667521    -0.0332      -0.9997          NaN     162.2897
1081.448442  2.983714  1.011009   -0.673601    -0.0599      -0.9997          NaN     166.4952
1082.186365  3.135672  1.017962   -0.668170    -0.0149      -0.9997          NaN     159.4165
1068.024047  3.742242  1.078954   -0.625794     0.1263      -0.9997          NaN     137.2398
1071.957471  3.295448  1.137401   -0.675191    -0.0369      -0.9997          NaN     162.8725
1084.345251  2.194026  0.964770   -0.628281    -0.0291      -0.9997          NaN     161.6477
1076.696623  2.257905  0.979050   -0.573952     0.0292      -0.9997          NaN     152.4919
1087.000335  2.312212  1.001877   -0.633628    -0.0404      -0.9997          NaN     163.4305
1083.142211  2.922143  1.015573   -0.673145    -0.0624      -0.9997          NaN     166.8828
1076.732458  3.161952  1.097801   -0.707650    -0.0947      -0.9997          NaN     171.9554
1080.646835  3.060462  1.142206   -0.701629    -0.1014      -0.9997          NaN     173.0022
1078.598581  3.196584  1.089102   -0.708029    -0.0597      -0.9997          NaN     166.4514
1075.687844  2.877022  1.027403   -0.664786    -0.0223      -0.9997          NaN     160.5772
1060.766990  3.582021  1.275033   -0.607861     0.1042      -0.9997          NaN     140.7073
1066.090360  3.474758  1.688260   -0.777617    -0.4651      -0.9996          NaN     230.1425
1078.145625  2.910429  0.910364   -0.596845     0.0860      -0.9997          NaN     143.5649
1079.839113  2.391723  1.069955   -0.701722    -0.0725      -0.9997          NaN     168.4636
1083.376400  2.901735  0.974514   -0.596518     0.0064      -0.9997          NaN     156.0688
1079.033248  3.116184  1.147915   -0.718647    -0.1123      -0.9997          NaN     174.7186
1079.697486  2.628144  1.103662   -0.686333    -0.0435      -0.9997          NaN     163.9118
1054.643782  3.752805  1.480404   -0.772958    -0.3293      -0.9996          NaN     208.8133
1074.875635  3.175518  1.006509   -0.673486    -0.0534      -0.9997          NaN     165.4628
1086.563441  2.972590  1.073096   -0.694818    -0.0448      -0.9997          NaN     164.1146
1079.309901  2.878435  1.013601   -0.673761    -0.0733      -0.9997          NaN     168.6010
1077.383251  2.346969  1.071536   -0.625443    -0.0461      -0.9997          NaN     164.3239
1084.959988  2.927472  1.029175   -0.667290    -0.0548      -0.9997          NaN     165.6930
1068.274270  3.500291  1.146910   -0.685545     0.0131      -0.9997          NaN     155.0197
1074.569294  2.929693  1.008189   -0.668570    -0.0864      -0.9997          NaN     170.6536
1079.731703  2.560986  1.721875   -0.810912    -0.4732      -0.9996          NaN     231.4130
 
Best Value  Best Constraint
0.007901    0.000000
 
Generation = 12
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1086.279141  2.979799  1.033688   -0.662370    -0.0259      -0.9997          NaN     161.1511
1074.344678  2.268545  1.008460   -0.638838    -0.0490      -0.9997          NaN     164.7738
1083.805962  2.978286  0.956180   -0.636316    -0.0084      -0.9997          NaN     158.3985
1082.857202  2.875558  1.526139   -0.758466    -0.3489      -0.9996          NaN     211.8866
1084.451045  2.853575  1.007429   -0.673693    -0.0544      -0.9997          NaN     165.6242
1075.109992  3.335725  1.032748   -0.662179    -0.0251      -0.9997          NaN     161.0145
1082.183399  2.922770  1.041763   -0.601861    -0.0210      -0.9997          NaN     160.3753
1075.687844  2.877022  1.027403   -0.664786    -0.0223      -0.9997          NaN     160.5772
1084.069480  2.819140  0.935160   -0.621163    -0.0001      -0.9997          NaN     157.1015
1073.216662  3.177904  1.146571   -0.719138    -0.1522      -0.9997          NaN     180.9865
1082.268124  2.947838  1.011009   -0.673524    -0.0598      -0.9997          NaN     166.4697
1084.252056  2.198115  0.964770   -0.628266    -0.0290      -0.9997          NaN     161.6321
1079.837839  3.156574  1.021668   -0.667135    -0.0339      -0.9997          NaN     162.4089
1082.020265  2.912632  1.544301   -0.756332    -0.3505      -0.9996          NaN     212.1330
1073.904697  3.302148  1.029683   -0.683057    -0.0449      -0.9997          NaN     164.1262
1083.192088  2.977924  1.023571   -0.667845    -0.0406      -0.9997          NaN     163.4604
1082.616173  3.090090  1.025668   -0.665439    -0.0346      -0.9997          NaN     162.5184
1079.451628  3.182828  1.023894   -0.668054    -0.0291      -0.9997          NaN     161.6507
1077.325280  2.730466  0.947189   -0.590794    -0.0115      -0.9997          NaN     158.8787
1077.902551  2.315269  1.062649   -0.629907    -0.0462      -0.9997          NaN     164.3349
1074.668517  2.934396  1.011288   -0.668387    -0.0080      -0.9997          NaN     158.3396
1074.279386  3.264199  1.060777   -0.697624    -0.0708      -0.9997          NaN     168.2031
1085.699104  2.829061  1.611735   -0.815216    -0.3950      -0.9996          NaN     219.1249
1060.872224  2.023232  1.107261   -0.631716    -0.0846      -0.9997          NaN     170.3679
1082.139651  3.109994  1.014348   -0.670165    -0.0204      -0.9997          NaN     160.2840
1076.874729  3.181889  1.107895   -0.687681    -0.0848      -0.9997          NaN     170.3987
1085.071247  2.924746  1.027398   -0.666967    -0.0535      -0.9997          NaN     165.4899
1076.131345  3.190674  1.119893   -0.687114    -0.0951      -0.9997          NaN     172.0191
1083.435784  3.020884  1.030251   -0.663148    -0.0477      -0.9997          NaN     164.5799
1083.995622  2.909008  1.041720   -0.598015    -0.0123      -0.9997          NaN     159.0160
 
Best Value  Best Constraint
0.036673    0.000000
 
Generation = 13
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1080.484644  3.085369  1.109552   -0.675411    -0.0761      -0.9997          NaN     169.0348
1087.089780  2.742460  1.477474   -0.788646    -0.3818      -0.9996          NaN     217.0601
1073.981130  2.167093  0.992009   -0.634400    -0.0493      -0.9997          NaN     164.8310
1087.009710  2.819992  1.537203   -0.763133    -0.3523      -0.9996          NaN     212.4131
1080.704587  2.840651  1.037349   -0.613882    -0.0566      -0.9997          NaN     165.9702
1083.155846  2.885936  1.019048   -0.671441    -0.0594      -0.9997          NaN     166.4171
1084.728800  2.932672  0.986944   -0.624640    -0.0040      -0.9997          NaN     157.7140
1080.925593  3.013573  1.104276   -0.661137    -0.0862      -0.9997          NaN     170.6187
1085.214322  2.936155  1.029645   -0.666059    -0.0503      -0.9997          NaN     164.9854
1078.392646  2.825034  0.955059   -0.624996     0.0454      -0.9997          NaN     149.9466
1087.409896  3.001947  0.962494   -0.644988     0.0130      -0.9997          NaN     155.0362
1076.931254  2.355982  1.065718   -0.690700    -0.1024      -0.9997          NaN     173.1575
1082.712432  2.980938  1.011522   -0.667435    -0.0260      -0.9997          NaN     161.1688
1081.592401  2.929462  1.597748   -0.786629    -0.3989      -0.9996          NaN     219.7351
1087.741145  2.865117  0.920671   -0.578934     0.0625      -0.9997          NaN     147.2696
1085.372311  2.277893  1.063147   -0.641520    -0.1052      -0.9997          NaN     173.6080
1084.749143  2.984658  0.939618   -0.611707     0.0278      -0.9997          NaN     152.7063
1081.694308  3.015161  1.018806   -0.672459    -0.0566      -0.9997          NaN     165.9705
1074.732990  3.287725  1.029579   -0.633198     0.1002      -0.9997          NaN     141.3349
1069.503901  3.440360  1.112626   -0.641518    -0.0510      -0.9997          NaN     165.0899
1086.935221  2.289418  1.001159   -0.632237    -0.0400      -0.9997          NaN     163.3583
1084.066884  2.893747  1.045457   -0.599101    -0.0153      -0.9997          NaN     159.4857
1085.380941  2.240999  0.896572   -0.622895     0.0340      -0.9997          NaN     151.7417
1078.019600  3.051893  1.071789   -0.712693    -0.1063      -0.9997          NaN     173.7773
1072.590956  2.875329  0.972875   -0.649462    -0.0796      -0.9997          NaN     169.5767
1082.815043  2.877677  1.526231   -0.758425    -0.3486      -0.9996          NaN     211.8385
1087.533394  2.986158  0.944897   -0.609751     0.0520      -0.9997          NaN     148.9160
1082.901076  2.893093  1.136009   -0.682697    -0.1247      -0.9997          NaN     176.6732
1080.113688  2.892428  1.070466   -0.609794    -0.0558      -0.9997          NaN     165.8368
1082.062077  2.935618  1.573348   -0.753689    -0.3582      -0.9996          NaN     213.3444
 
Best Value  Best Constraint
0.015206    0.000000
 
Generation = 14
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1085.856529  2.303307  0.941103   -0.627978    -0.0151      -0.9997          NaN     159.4557
1084.292599  2.923146  1.160275   -0.709199    -0.1238      -0.9997          NaN     176.5275
1083.439738  2.282474  1.022466   -0.651897    -0.0476      -0.9997          NaN     164.5593
1056.623657  3.960030  1.568048   -0.757782    -0.4352      -0.9996          NaN     225.4386
1081.057421  3.000692  1.014940   -0.672206    -0.0615      -0.9997          NaN     166.7343
1079.170639  3.193016  1.025556   -0.667564    -0.0295      -0.9997          NaN     161.7073
1086.422472  2.770363  1.432520   -0.772459    -0.3471      -0.9996          NaN     211.6051
1083.836641  2.878782  1.581332   -0.773470    -0.3752      -0.9996          NaN     216.0187
1082.953003  2.915637  1.544287   -0.755546    -0.3398      -0.9996          NaN     210.4478
1071.260127  3.148528  1.591879   -0.750847    -0.3625      -0.9996          NaN     214.0246
1075.132815  2.863317  0.918794   -0.560508     0.0835      -0.9997          NaN     143.9665
1086.889544  2.977831  0.986882   -0.611393     0.0271      -0.9997          NaN     152.8166
1086.075497  3.074645  1.022301   -0.649245     0.0021      -0.9997          NaN     156.7529
1083.570573  2.265250  1.108403   -0.696201    -0.1394      -0.9997          NaN     178.9724
1079.180208  2.982611  1.609092   -0.785885    -0.4054      -0.9996          NaN     220.7618
1083.348626  2.884232  1.572217   -0.779023    -0.3563      -0.9996          NaN     213.0492
1087.066806  3.005226  0.984473   -0.667288    -0.0000      -0.9997          NaN     157.0812
1082.692592  2.935866  1.016609   -0.671919    -0.0623      -0.9997          NaN     166.8715
1087.555194  2.376996  1.018221   -0.680331    -0.0739      -0.9997          NaN     168.6930
1063.156388  3.571899  1.561540   -0.786378    -0.3616      -0.9996          NaN     213.8784
